"size","Description","color","Barcode","SKU","RRP"
,"IN LOW CUT LACE-UP/VELCRO SNEAKER WHITE","WHITE","79617816","TOH1353",59
,"JN FLAG PRINT POOL SLIDE BLUE","BLUE","95769479","TOH1359",32
,"YT FLAG PRINT POOL SLIDE BLUE","BLUE","66720539","TOH1364",36
,"JN FLAG PRINT POOL SLIDE WHITE","WHITE","40075532","TOH1371",32
,"YT FLAG PRINT POOL SLIDE WHITE","WHITE","20944333","TOH1376",36
,"JN FLAG PRINT POOL SLIDE WHITE","WHITE","55684831","TOH1383",32
,"YT FLAG PRINT POOL SLIDE WHITE","WHITE","77599624","TOH1388",36
,"YT LOGO PRINT FLIP FLOP BLUE","BLUE","23043986","TOH1394",27
,"JN PLATFORM VELCRO SANDAL WHITE/MULTI","WHITE","16960527","TOH1401",63
,"YT PLATFORM VELCRO SANDAL WHITE/MULTI","WHITE","23179687","TOH1406",68
,"IN VELCRO SANDAL BLUE/WHITE","BLUE","42932593","TOH1412",54
,"WM ABO PASTEL PIPING BASKET SNEAKER WHITE","WHITE","79919610","TOH1418",85
,"WM ABO PASTEL BASKET SNEAKER PINK OPAL","LIGHT PINK","47417959","TOH1424",85
,"MN FLEX ADVANTAGE 4.0 BLACK","BLACK","36330293","SKE1000",57
,"MN FLEX ADVANTAGE 4.0 CHARCOAL","DARK GREY","10856663","SKE1004",57
,"MN FLEX ADVANTAGE 4.0 NAVY","NAVY","84462443","SKE1010",57
,"MN ELITE FLEX PRIME BLACK","BLACK","54319722","SKE1016",69
,"MN ELITE FLEX PRIME NAVY","NAVY","36626867","SKE1022",69
,"MN SOLAR FUSE KRYZIK GREY","LIGHT GREY","20450993","SKE1028",64
,"MN SOLAR FUSE KRYZIK NAVY","NAVY","95382818","SKE1034",64
,"WM FLEX APPEAL 4.0 BLACK","BLACK","34845969","SKE1040",57
,"WM FLEX APPEAL 4.0 NAVY","NAVY","39798554","SKE1046",57
,"WM FLEX APPEAL 4.0 WHITE","WHITE","81488450","SKE1052",57
,"WM FLEX APPEAL 4.0 BRILLIANT VIEW GREY","DARK GREY","66151525","SKE1058",57
,"WM GO WALK 5 BLACK/WHITE","BLACK","31486824","SKE1064",57
,"WM GO WALK 5 HONOR GREY","DARK GREY","23332979","SKE1070",57
,"WM ARCH FIT BIG APPEAL BLACK/BLACK","BLACK","26103872","SKE1076",77
,"WM ARCH FIT BIG APPEAL GREY","DARK GREY","19533398","SKE1082",77
,"WM SOLAR FUSE COSMIC VIEW GREY","DARK GREY","58527505","SKE1088",67
,"WM SOLAR FUSE COSMIC VIEW LIGHT PINK","LT PINK","92637685","SKE1094",67
,"WM DYNAMIGHT 2.0 GREY","DARK GREY","73479004","SKE1100",52
,"WM DYNAMIGHT 2.0 NAVY","NAVY","39683395","SKE1106",52
,"MN ALPARGATA WHITE","WHITE","25581392","TOM1410",40
,"MN ALPARGATA DOVE GREY","GREY","68958260","TOM1417",40
,"MN ALPARGATA ROPE NAVY UNIVERSITY STRIPE","NAVY","40279854","TOM1424",44
,"MN ALPARGATA BLACK CROSSWEAVE","BLACK","76772849","TOM1431",44
,"MN ALPARGATA DESERT TAUPE COLOUR BLOCK","MULTI","67114679","TOM1437",44
,"MN STANFORD ROPE NAVY WOVEN","NAVY","67145927","TOM1443",60
,"MN STANFORD ROPE BROWN WOVEN","BROWN","71009439","TOM1449",60
,"WM ALPARGATA ROPE NAVY UNIVERSITY STRIPE","NAVY","47002442","TOM1455",44
,"WM ALPARGATA NATURAL BURLAP","NATURAL","43974075","TOM1461",40
,"WM ALPARGATA PAPRIKA","RED","50595809","TOM1467",40
,"WM ALPARGATA PASTEL BLUE","LIGHT BLUE","86685089","TOM1473",40
,"WM ALPARGATA BLOOM ECO DYE","RED","53163020","TOM1479",44
,"WM ALPARGATA GOLD YELLOW ECO DYE","YELLOW","74117321","TOM1485",44
,"WM ALPARGATA NATURAL SUNBLEACH CHEETAH","MULTI","63659376","TOM1491",42
,"WM ALPARGATA WHITE TIE DYE","MULTI","66025100","TOM1497",42
,"WM ALPARGATA NATURAL ANIMAL HYBRID","BLACK","94133067","TOM1503",42
,"WM ALPARGATA ROPE BLACK GLOBAL WOVEN","BLACK","35797172","TOM1509",46
,"WM ALPARGATA ROPE NATURAL MULTI GLOBAL WOVEN","MULTI","34817376","TOM1515",46
,"WM ALPARGATA PLATFORM ROPE BLACK","BLACK","71075872","TOM1521",55
,"WM ALPARGATA PLATFORM ROPE WHITE","WHITE","73569990","TOM1527",55
,"YT ALPAGARTA BLK/BLK","BLACK","69760072","TOM1533",26
,"TD ALPARGATA BLK/BLK","BLACK","75597354","TOM1538",24
,"WM ALPARGATA WHITE","WHITE","23733436","TOM1545",40
,"WM ALPARGATA DOVE GREY","GREY","82045320","TOM1551",40
,"WM MONICA BLACK","BLACK","84959293","TOM1557",70
,"WM MARISOL NATURAL","NATURAL","65800615","TOM1563",75
,"WM SICILY MACADAMIA MINI CHEETAH","MULTI","59873070","TOM1569",65
,"WM PIPER NATURAL ANIMAL HYBRID","MULTI","12045095","TOM1575",30
,"WM PIPER WHITE MULTI TIE DYE","MULTI","63735434","TOM1581",30
,"MN RAMSES BIRKO FLOR STONE","STONE","15287859","BIR1030",65
,"UN BOSTON SFB MOCHA","MOCHA","65661666","BIR1037",120
,"WM ARIZONA BIRKO FLOR GOLD","METALLIC GOLD","82198655","BIR1044",65
,"WM ARIZONA BIRKO FLOR SILVER","SILVER","20614813","BIR1050",65
,"WM ARIZONA SHINY PYTHON BLACK/GOLD","BLACK","52106600","BIR1056",65
,"WM ARIZONA SHINY PYTHON EGGSHELL/GOLD","METALLIC","25436448","BIR1062",75
,"WM ARIZONA SFB LIGHT ROSE","ROSE","65056306","BIR1068",75
,"WM ARIZONA SBF LATTE CREAM","TAN","32611114","BIR1074",75
,"WM GIZEH BIRKO FLOR GRACEFUL LAVENDER BLUSH","LAVENDER","69697207","BIR1086",65
,"WM GIZEH SHINY PYTHON BLACK/GOLD","BLACK","17210026","BIR1092",65
,"WM GIZEH SHINY PYTHON EGGSHELL/GOLD","METALLIC","49156724","BIR1098",75
,"WM MADRID BIRKO FLOR GRACEFUL LAVENDER BLUSH","LAVENDER","58226869","BIR1110",50
,"WM ARIZONA EVA WATERMELON","PINK","95800942","BIR1116",35
,"WM GIZEH EVA WATERMELON","PINK","90460083","BIR1122",35
,"WM ARIZONA BIG BUCKLE BIRKO FLOR GRACEFUL PEARL","PEARL","99000543","BIR1128",90
,"WM MADRID BIG BUCKLE BIRKO FLOR GRACEFUL PEARL","PEARL","47592131","BIR1134",80
,"WM MADRID BIG BUCKLE BIRKO FLOR BLACK PATENT","BLACK PATENT","40729145","BIR1140",70
,"WM MADRID BIG BUCKLE BIRKO FLOR WHITE PATENT","WHITE PATENT","39130780","BIR1146",70
,"WM GIZEH BIG BUCKLE APRICOT NUBUCK","APRICOT","60714593","BIR1152",95
,"WM MADRID BIG BUCKLE APRICOT NUBUCK","APRICOT","43135110","BIR1158",80
,"UN BOSTON SFB TAUPE","TAUPE","16902991","BIR1164",120
,"KD RIO BIRKO FLOR LAVENDER BLUSH LIGHT","LAVENDER","60007646","BIR1175",40
,"KD GIZEH BIRKO FLOR LAVENDER BLUSH LIGHT","LAVENDER","97175075","BIR1182",35
,"KD GIZEH BIRKO FLOR ELECTRIC METALLIC COPPER","METALLIC COPPER","30958208","BIR1187",35
,"KD GIZEH BIRKO FLOR COSMIC SPARKLE WHITE","WHITE","52311102","BIR1199",35
,"MN SOLAR SLIDE BLACK/WHITE","BLACK","68493115","HUG1100",45
,"MN SOLAR SLIDE WHITE/BLACK","WHITE","75955511","HUG1106",45
,"MN UA ERA CYBER YELLOW/TRUE WHITE","YELLOW","49499722","VAN1200",57
,"MN UA OLD SKOOL CYBER YELLOW/WHT","YELLOW","32260782","VAN1206",65
,"MN UA ERA BANDANA TIE DYE/ORANGE","MULTI","29156254","VAN1212",57
,"MN UA ERA BANDANA TIE DYE/PURPLE","MULTI","62449886","VAN1218",57
,"MN UA SK8-MID PRIDE MULTI/TRUE WHITE","MULTI","33340296","VAN1224",70
,"MN UA CLASSIC SLIP ON PRIDE MULTI/WHT","MULTI","19304956","VAN1230",55
,"WM UA OLD SKOOL PLATFORM TRUE WHITE","WHITE","25144449","VAN1236",65
,"WM UA OLD SKOOL PINK/WHITE","PINK","96756896","VAN1242",65
,"WM UA CLASSIC SLIP ON PINK/WHITE","PINK","77863370","VAN1248",55
,"WM UA CLASSIC SLIP ON MULE CHECK BLK/WHT","BLACK","79366603","VAN1254",55
,"WM UA AUTHENTIC MULE CHECK BLK/WHITE","BLACK","73699025","VAN1260",55
,"WM UA OLD SKOOL TAPERED x LIBERTY MULTI","MULTI","96712334","VAN1266",75
,"WM UA OLD SKOOL TAPERED x LIBERTY MULTI","MULTI","60889053","VAN1272",75
,"WM UA OLD SKOOL TAPERED x LIBERTY MULTI","MULTI","54341734","VAN1278",75
,"WM UA ERA CLASSIC SPORT BLUSH BRIDE/NIGHT","NAVY","43705992","VAN1284",57
,"WM UA OLD SKOOL CLASSIC SPORT BLUSH/NIGHT","NAVY","41868867","VAN1290",65
,"WM UA ERA PRIDE PATCH/WHITE","RAINBOW","44164803","VAN1296",70
,"WM UA CLASSIC SLIP ON PRIDE PATCH/WHITE","RAINBOW","79088407","VAN1302",65
,"WM UA OLD SKOOL PLATFORM PRIDE MULTI","MULTI","23213398","VAN1308",75
,"UN UA OLD SKOOL PRIDE BLK/MULTI","BLACK","31252046","VAN1314",60
,"UN UA SK8-HI PRIDE BLK/MULTI","BLACK","75647739","VAN1324",70
,"UN CONVERSE SLIDE BLACK/WHITE","BLACK","64698679","CON1630",20
,"UN CONVERSE SLIDE WHITE/BLACK","WHITE","32873194","CON1640",20
,"UN 720 NAVY/WHITE","NAVY","43078239","NBC1005",65
,"UN 373 NAVY","NAVY","23479517","NBC1014",80
,"MN GRIPSHOT BL21 1 CMA WHT/WHT","WHITE","94545487","LAC1400",75
,"WM GAME ADVANCE 0721 1 SFA BLK/WHT","BLACK","95072991","LAC1406",85
,"WM CHALLENGE 0721 1 SFA LT GRY/WHT","GREY","72959124","LAC1412",80
,"WM GRIPSHOT BL 21 1 CFA WHT/LT PNK","WHT","81382550","LAC1418",75
,"JN GRIPSHOT 0721 1 CUJ WHT/DK GRN","WHITE","71259836","LAC1424",48
,"JN GRIPSHOT 0120 2 CUJ BLK/WHT","BLACK","87867718","LAC1428",48
,"WM MADRID BIG BUCKLE OLD ROSE","PINK","22799263","BIR1210",80
,"WM GIZEH BIG BUCKLE OLD ROSE","PINK","89713250","BIR1216",95
,"WM MADRID BIG BUCKLE LIGHT GRAY","LIGHT GREY","87602377","BIR1222",80
,"WM ARIZONA BIG BUCKLE LIGHT GRAY","LIGHT GREY","86960130","BIR1228",115
,"UN ARIZONA SFB DARK GREY SUEDE","DARK GREY","33668908","BIR1234",75
,"UN BOSTON SFB DARK GREY SUEDE","DARK GREY","73181647","BIR1244",90
,"UN ARIZONA SFB NUDE SUEDE","NUDE","99488378","BIR1254",75
,"UN BOSTON SFB NUDE SUEDE","NUDE","58995105","BIR1264",90
,"MN CTAS HI SUMMER DAZE WASH LIGHT FIELD/WHT/BLK","NATURAL","91162519","CON1660",62
,"MN CTAS HI SUMMER DAZE WASH STRING/WHT/GUM","GREEN","59621735","CON1666",62
,"MN CTAS HI VERTIGO TIE DYE NAVY/WHT/BLK","BLUE","19603670","CON1672",62
,"MN CTAS HI VERTIGO TIE DYE AMBER/WHT/BLK","ORANGE","99680041","CON1678",62
,"WM CTAS HI GARDEN PARTY EGRET/BLK/WHT","WHITE","81782014","CON1684",57
,"WM CTAS HI GARDEN PARTY EGRET/BLK/WHT","MULTI","17862636","CON1690",57
,"WM CTAS OX GARDEN PARTY LT ZITRON/BLK/WHT","YELLOW","70389520","CON1696",52
,"WM CTAS HI EDGED ARCHIVE LEOPARD BLK/EGRET","BLK","66275743","CON1702",62
,"WM CTAS LIFT HI ARCHIVE LEOPARD/FAWN/BLK","LEOPARD","65641569","CON1708",75
,"WM CTAS MOVE PLATFORM HI ARCHIVE ZEBRA EGRET/BLK","ZEBRA","40307560","CON1714",75
,"WM CTAS HI SUMMER DAZE EGRET/SPRING GREEN/BLK","BLUE","53179446","CON1720",62
,"WM CTAS OX SUMMER DAZE EGRET/SESAME/BLK","MULTI","46419239","CON1726",57
,"WM CTAS LIFT OX SUMMER DAZE EGRET/PINK/BLK","MULTI","38915547","CON1732",70
,"WM CTAS HI HYPER PINK","PINK","29683220","CON1738",57
,"WM CTAS OX HYPER PINK","PINK","99519639","CON1744",52
,"WM CTAS HI LT ZITRON","YELLOW","93464813","CON1750",57
,"WM CTAS OX OBSIDIAN MIST","LIGHT BLUE","93180959","CON1756",52
,"WM CTAS LIFT HI SUMMER SPIRIT SUNFLOWER/POPPY/PINK","MULTI","90752757","CON1762",75
,"WM CTAS LIFT OX SUMMER SPIRIT EGRET/MULTI/WHT","WHITE","44216500","CON1768",70
,"JN CTAS HI FLOWERY BUGS WHITE/RED/BLACK","WHITE","16576642","CON1774",37
,"IN CTAS 2V OX FLOWERY BUGS WHT/RED/BLK","WHITE","83926360","CON1780",30
,"JN CTAS HI CROCO SURF WHITE/MULTI/BLACK","MULTI","51559220","CON1789",37
,"IN CTAS 2V OX CROCO SURF WHT/MULTI/BLK","MULTI","49862514","CON1795",30
,"JN CTAS HI SUNFLOWER PINK/HARBOR TEAL/WHITE","PINK","51395410","CON1804",37
,"JN CTAS LIFT OX SUNFLOWER WHT/CITRON/PINK","MULTI","98592336","CON1810",37
,"IN CTAS SUPERPLAY DINOVERSE SANDAL NAVY/WASABI/CITRON","BLUE","73234818","CON1816",25
,"IN CTAS SUPERPLAY SUMMER UNICORNS FUCHSIA/CITRON","BLUE","48820403","CON1825",25
,"WM FLUFF YEAH SLIDE SACHET PNK MULTI","STRIPE MULTI","42445542","UGG1960",100
,"WM FLUFF YEAH SLIDE TIDE POOL MULTI","STRIPE MULTI","24456250","UGG1964",100
,"MN GAME ADVANCE 0721 2 SMA WHT/NVY/RED","WHITE","48318993","LAC1440",85
,"MN TWIN SERVE 0721 3 SMA BLK/WHT","BLACK","67807632","LAC1446",80
,"MN POWERCOURT 0721 2 SMA WHT/DK GRN","WHITE","81128383","LAC1452",75
,"YT OLD SKOOL INDIA INK/TRUE","NAVY","88852477","VAN1350",37
,"MN TOVNI HI LTHR AU BLK","BLACK","58594300","KIC1060",65
,"MN TOVNI TUMBLE LTHR AU BLK","BLACK","17608243","KIC1067",62
,"WM TOVNI TRACK LTHR AF BLK","BLACK","61183090","KIC1074",65
,"JN KICK MID SCUFF LTHR JM BLACK","BLACK","64949130","KIC1080",60
,"IN KICK MID SCUFF LTHR IM BLK","BLACK","55861349","KIC1085",52
,"YT TOVNI FLEX LTHR YM BLK","BLACK","31124446","KIC1091",55
,"YT TOVNI STACK LTHR YF BLK","BLACK","58517321","KIC1095",60
,"YT TOVNI STACK PATL YF BLK","BLACK PATENT","81097987","KIC1099",60
,"YT TOVNI LACER PATL YF BLACK","BLACK PATENT","10323610","KIC1103",55
,"YT TOVNI HI LTHR YU BLK","BLACK","90471870","KIC1107",60
,"JN TOVNI HI LTHR JU BLK","BLACK","24541729","KIC1116",52
,"JN TOVNI LACER PATL JF BLK","BLACK PATENT","17115858","KIC1121",48
,"IN TOVNI HI VEL LTHR IU BLK","BLACK","61103908","KIC1126",48
,"IN TOVNI TWIN FLEX LTHR IM BLK","BLACK","12592560","KIC1132",43
,"IN TOVNI BROGUE SHOE PATL IF BLK","BLACK PATENT","61664104","KIC1138",45
,"IN TOVNI BROGUE T BAR PATL IF BLK","BLACK PATENT","28936849","KIC1144",37
,"MN CUPSOLE SNEAKER LACE UP PU-NY WHITE","WHITE","67083798","CKJ1000",85
,"MN CUPSOLE SNEAKER LACE UP PU-NY BLACK","BLACK","45044214","CKJ1006",85
,"MN RUNNER SOCK LACE UP NY-LTH WHITE","WHITE","71616126","CKJ1012",90
,"MN RUNNER SOCK LACE UP NY-LTH BLACK","BLACK","83169021","CKJ1018",90
,"MN CUPSOLE LACE UP OXFORD PU-NY WHITE","WHITE","27532029","CKJ1024",85
,"MN CUPSOLE LACE UP OXFORD PU-NY NIGHT","NAVY","13517943","CKJ1030",85
,"MN RUNNER SNEAKER LACE UP PU-NY WHITE","WHITE","71383672","CKJ1036",85
,"MN RUNNER SNEAKER LACE UP PU-NY NIGHT","NAVY","76653253","CKJ1042",85
,"MN VULCANIZED SNEAKER LACE UP PES WHITE","WHITE","69085655","CKJ1048",75
,"MN VULCANIZED SNEAKER LACE UP PES BLACK","BLACK","71352367","CKJ1054",75
,"MN VULCANIZED HIGH LACE UP PES WHITE","WHITE","40114639","CKJ1060",85
,"MN VULCANIZED HIGH LACE UP PES BLACK","BLACK","56457848","CKJ1066",85
,"MN BEACH SANDAL WEBBING PES BLACK","BLACK","83152497","CKJ1072",30
,"MN BEACH SANDAL WEBBING PES NIGHT SKY","NAVY","60744357","CKJ1078",30
,"MN BEACH SANDAL MONOGRAM TPU WHITE","WHITE","59689246","CKJ1084",30
,"MN BEACH SANDAL MONOGRAM TPU BLACK","BLACK","47357655","CKJ1090",30
,"MN BEACH SANDAL MONOGRAM TPU NIGHT","NAVY","24166995","CKJ1096",30
,"MN SLIDE MONOGRAM CO BRIGHT WHITE","WHITE","12664626","CKJ1102",35
,"MN SLIDE MONOGRAM CO BLACK","BLACK","93173594","CKJ1108",35
,"MN SLIDE PADDED CK PES-PU WHITE","WHITE","31882965","CKJ1114",40
,"MN SLIDE PADDED CK PES-PU BLACK","BLACK","99619250","CKJ1120",40
,"MN SLIDE PADDED CK PES-PU NIGHT","NAVY","88833390","CKJ1126",40
,"MN SLIDE INSTITUTIONAL CK TPU WHITE","WHITE","31248953","CKJ1132",40
,"MN SLIDE INSTITUTIONAL CK TPU BLACK","BLACK","78162184","CKJ1138",40
,"WM CUPSOLE SLIP ON ELASTIC LTH WHITE","WHITE","24534003","CKJ1144",90
,"WM CUPSOLE SLIP ON ELASTIC LTH BLACK","BLACK","46040828","CKJ1150",90
,"WM RUNNER SNEAKER LACE UP MESH WHITE","WHITE","40476585","CKJ1156",90
,"WM RUNNER SNEAKER LACE UP MESH BLACK","BLACK","65756581","CKJ1162",90
,"WM RUNNER SNEAKER LACE UP PU-PA WHITE","WHITE","17109786","CKJ1168",90
,"WM RUNNER SNEAKER LACE UP PL BLACK","BLACK","58938356","CKJ1174",85
,"WM RUNNER SNEAKER LACE UP PL PINK","LT PINK","84642586","CKJ1180",85
,"WM CUPSOLE SNEAKER LACE UP EM PU-NY WHT","WHITE","74193584","CKJ1186",90
,"WM CUPSOLE SNEAKER LACE UP EM PU-NY BLK","BLACK","93982570","CKJ1192",90
,"WM WEDGE SNEAKER LACE UP NY-LTH WHITE","WHITE","56258713","CKJ1198",110
,"WM WEDGE SNEAKER LACE UP NY-LTH BLACK","BLACK","57362606","CKJ1204",110
,"WM VULCANIZED SNEAKER LACE UP PES WHITE","WHITE","21514599","CKJ1210",75
,"WM VULCANIZED SNEAKER LACE UP PES BLACK","BLACK","59776656","CKJ1216",75
,"WM VULCANIZED HIGH LACE UP PES WHITE","WHITE","28746279","CKJ1222",85
,"WM VULCANIZED HIGH LACE UP PES BLACK","BLACK","88167853","CKJ1228",85
,"WM VULCANIZED FLATFORM LACE UP MY WHT","WHITE","28862312","CKJ1234",75
,"WM VULCANIZED FLATFORM LACE UP NY BLK","BLACK","90098646","CKJ1240",75
,"WM VULCANIZED FLATFORM LACE UP NY PINK","LT PINK","28282492","CKJ1246",75
,"WM BEACH SANDAL WEDGE PADDED PL WHITE","WHITE","75320160","CKJ1252",45
,"WM BEACH SANDAL WEDGE PADDED PL BLACK","BLACK","73251143","CKJ1258",45
,"WM BEACH SANDAL WEDGE PADDED PL PINK","LT PINK","79026850","CKJ1264",45
,"WM BEACH SANDAL MONOGRAM TPU BLACK","BLACK","35009406","CKJ1270",30
,"WM BEACH SANDAL MONOGRAM TPU WHITE","WHITE","20608798","CKJ1276",30
,"WM BEACH SANDAL MONOGRAM TPU PINK","LT PINK","93193846","CKJ1282",30
,"WM SLIDE MONOGRAM CO BLACK","BLACK","37674032","CKJ1288",35
,"WM SLIDE MONOGRAM CO BRIGHT WHITE","WHITE","13782392","CKJ1294",35
,"WM SLIDE SPECCHIO PU-TPU SILVER","WHITE SILVER","25076811","CKJ1300",40
,"WM SLIDE INSTITUTIONAL CK TPU WHITE","WHITE","37293283","CKJ1306",40
,"WM SLIDE INSTITUTIONAL CK TPU BLACK","BLACK","92615783","CKJ1312",40
,"WM SLIDE PADDED CK PES-PU BLACK","BLACK","46325764","CKJ1318",40
,"WM SLIDE PADDED CK PES-PU PEARLY PINK","LT PINK","15455468","CKJ1324",40
,"MN ARIZONA EVA KHAKI","KHAKI","77593574","BIR1280",40
,"MN ARIZONA EVA NAVY","NAVY","34591195","BIR1286",40
,"WM BANBURY NAVY","NAVY","65992351","BAR1270",55
,"Michael Kors Brown/Gold Scarf","BROWN GOLD","41442520","GWP0001",0.01
,"Michael Kors Black/Gold Croc Pouch","BLACK","50980554","GWP0002",0.01
,"MN HILFIGER KNITTED POOL SLIDE WHITE","WHITE","24111897","TOH1440",45
,"MN HILFIGER KNITTED POOL SLIDE DESERT SKY","NAVY","51745587","TOH1446",45
,"MN PRINTED COMFORT BEACH SANDAL WHITE","WHITE","66770277","TOH1452",40
,"MN PRINTED COMFORT BEACH SANDAL DSRT SKY","NAVY","80078944","TOH1458",40
,"MN HILFIGER WEBBING BEACH SANDAL DSRT SKY","NAVY","40985548","TOH1464",35
,"MN HILFIGER WEBBING BEACH SANDAL BLACK","BLACK","24277113","TOH1470",35
,"MN ICONIC SOCK KNIT RUNNER DESERT SKY","NAVY","93217125","TOH1476",90
,"MN ICONIC SOCK KNIT RUNNER BLACK","BLACK","83716353","TOH1482",90
,"MN CUPSOLE COURT STRIPES KNIT MIX WHITE","WHITE","23659971","TOH1488",90
,"MN CUPSOLE COURT STRIPES KNIT MIX DESERT SKY","NAVY","73588875","TOH1494",90
,"MN TOMMY SIGNATURE MENS POOL SLIDE NAVY","NAVY","70015247","TOH1500",40
,"MN TOMMY SIGNATURE MENS POOL SLIDE BLACK","BLACK","98817145","TOH1506",40
,"MN HERITAGE TOMMY JEANS POOL SLIDE NAVY","NAVY","72300612","TOH1512",45
,"MN HERITAGE TOMMY JEANS POOL SLIDE OLIVE","DARK OLIVE","78016962","TOH1518",45
,"MN TOMMY JEANS MEN BEACH SANDAL WHITE","WHITE","50942073","TOH1524",35
,"MN TOMMY JEANS MEN BEACH SANDAL TWLGHT NAVY","NAVY","87629251","TOH1530",35
,"MN TOMMY JEANS ESSENTIAL ESPADRILLE TAN","LIGHT TAN","15366590","TOH1536",45
,"MN TOMMY JEANS ESSENTIAL ESPADRILLE NAVY","NAVY","55675181","TOH1542",45
,"MN LONG LACE MIDCUT VULC TJM WHITE","WHITE","58036807","TOH1548",75
,"MN CORE CORPORATE STRIPES VULC WHITE","WHITE","46108773","TOH1554",90
,"MN CORE CORPORATE STRIPES VULC DESERT SKY","NAVY","92027204","TOH1560",90
,"MN TJM LIFESTYLE MIX RUNNER BLACK","BLACK","24421549","TOH1566",85
,"MN TJM LIFESTYLE MIX RUNNER WHITE","WHITE","81706296","TOH1572",85
,"MN TJM LIFESTYLE MIX RUNNER TWLIGHT NAVY","NAVY","15575446","TOH1578",85
,"MN RETRO TJM LEATHER RUNNER WHITE","WHITE","22240890","TOH1584",90
,"WM TOMMY METALLIC POOL SLIDE SILVER","SILVER","66967387","TOH1590",40
,"WM TOMMY METALLIC POOL SLIDE LIGHT GOLD","GOLD","68861609","TOH1596",40
,"WM TH ARTISANAL POOL SLIDE DESERT SKY","NAVY","11915830","TOH1602",45
,"WM TH ARTISANAL POOL SLIDE MINERALIZE","BLUSH","82214931","TOH1608",45
,"WM TOMMY METALLIC FLAT BEACH SANDAL LT GOLD","GOLD","84747737","TOH1614",40
,"WM TH ARTISANAL ESPADRILLE ECRU","WHITE","83638315","TOH1620",55
,"WM TH ARTISANAL ESPADRILLE DESERT SKY","NAVY","96326828","TOH1626",55
,"WM TH ARTISANAL FLATFORM SANDAL ECRU","WHITE","36493325","TOH1632",75
,"WM TH ARTISANAL MID WEDGE SANDAL ECRU","WHITE","50408593","TOH1638",85
,"WM TH ARTISANAL MID WEDGE SANDAL DSRT SKY","NAVY","76405773","TOH1644",85
,"WM SLIP ON TOMMY HILFIGER CUPSOLE WHITE","WHITE","67478874","TOH1650",85
,"WM TOMMY HILFIGER SIGNATURE SNEAKER WHITE","WHITE","64685707","TOH1656",85
,"WM ESSENTIAL POOL SLIDE WHITE","WHITE","69622899","TOH1662",40
,"WM ESSENTIAL POOL SLIDE LIGHT BLUE","LIGHT BLUE","51195228","TOH1668",40
,"WM ESSENTIAL FLAT BEACH SANDAL BLACK","BLACK","78345679","TOH1674",35
,"WM ESSENTIAL FLAT BEACH SANDAL WHITE","WHITE","43211774","TOH1680",35
,"WM ESSENTIAL FLAT BEACH SANDAL RAIN DANCE","LIGHT BLUE","21210475","TOH1686",35
,"WM TOMMY WEB FLAT BEACH SANDAL RWB","NAVY RED WHITE","77162824","TOH1692",35
,"WM PRINTED FOOTBED POOL SLIDE RWB","NAVY RED WHITE","15512387","TOH1698",40
,"WM TOMMY WEBBING WEDGE BEACH SANDAL RWB","NAVY RED WHITE","89227438","TOH1704",45
,"WM TOMMY JEANS MID CUT VULC WHITE","WHITE","28104897","TOH1710",75
,"WM TOMMY JEANS FLATFORM VULC WHITE","WHITE","93141638","TOH1716",75
,"WM TOMMY JEANS MID FLATFORM VULC WHITE","WHITE","94594028","TOH1722",85
,"WM SIGNATURE LEATHER SNEAKER WHITE","WHITE","73780079","TOH1728",110
,"WM COURT LEATHER SNEAKER WHITE","WHITE","51178446","TOH1734",85
,"WM METALLIC DRESSY WEDGE SNEAKER WHITE","WHITE","40702802","TOH1740",110
,"WM TEXTURED LEATHER BASKET CUPSOLE WHITE","WHITE","65807283","TOH1746",85
,"WM TOMMY JEANS CLEAN CUPSOLE WHITE","WHITE","65599996","TOH1752",85
,"WM TOMMY JEANS LEATHER RUNNER WHITE","WHITE","22409098","TOH1758",90
,"WM GIZMO STERLING GREY","GREY","71382729","TOH1764",60
,"WM GIZMO ROMANTIC PINK","LT PINK","77840887","TOH1770",60
,"WM GIZMO LIGHT POWDERY BLUE","LIGHT BLUE","79376486","TOH1776",60
,"ACC TJM HERITAGE BUCKET HAT TWLIGHT NAVY","NAVY","40244339","TOH1782",45
,"ACC TJM HERITAGE BUCKET HAT SMOOTH STONE","STONE","79756717","TOH1783",45
,"ACC TJM SPORT CAP BLACK","BLACK","61591417","TOH1784",30
,"ACC TJM SPORT CAP TWLIGHT NAVY","NAVY","24992077","TOH1785",30
,"ACC TJM CAMPUS BACKPACK BLACK","BLACK","63395032","TOH1786",65
,"ACC TJM CAMPUS BACKPACK TWLIGHT NAVY","NAVY","57918246","TOH1787",65
,"ACC TJM CAMPUS REPORTER TWLIGHT NAVY","NAVY","51485403","TOH1788",45
,"ACC TJW FLAG BUCKET HAT WHITE","WHITE","13803626","TOH1789",40
,"ACC TJW FLAG WASH DENIM BUCKET HAT PINK","LIGHT PINK","34324020","TOH1790",40
,"ACC TJW FLAG WASH DENIM CAP BLUE","LIGHT BLUE","18964277","TOH1791",30
,"ACC TJW FLAG WASH DENIM CAP PINK","LIGHT PINK","68489334","TOH1792",30
,"MN SKATE CORE VULC TJM WHITE","WHITE","36067975","TOH1800",70
,"MN RETRO TJM LEATHER RUNNER BLACK","BLACK","35188605","TOH1806",90
,"WM TOMMY METALLIC FLAT BEACH SANDAL SILVER","SILVER","15536013","TOH1812",40
